Approved symbol	Ensembl ID(supplied by Ensembl)
LINC02363	ENSG00000180712
OR5AZ1P	ENSG00000180714
CHRM4	ENSG00000180720
OR51A9P	ENSG00000180723
SHISA2	ENSG00000180730
S1PR5	ENSG00000180739
CLRN3	ENSG00000180745
SMG1P3	ENSG00000180747
GPR157	ENSG00000180758
PIPSL	ENSG00000180764
CHST13	ENSG00000180767
WDFY3-AS2	ENSG00000180769
OR7E129P	ENSG00000180770
AGTR2	ENSG00000180772
SLC36A4	ENSG00000180773
ZDHHC20	ENSG00000180776
ANKRD30B	ENSG00000180777
OR51E1	ENSG00000180785
ZFP3	ENSG00000180787
ARSJ	ENSG00000180801
HOXC9	ENSG00000180806
MAP3K15	ENSG00000180815
PPA1	ENSG00000180817
HOXC10	ENSG00000180818
PSMG4	ENSG00000180822
BHLHE22	ENSG00000180828
MAP6D1	ENSG00000180834
CSNK1G2-AS1	ENSG00000180846
ZNF443	ENSG00000180855
LINC01559	ENSG00000180861
PDIA3P1	ENSG00000180867
LINC01555	ENSG00000180869
CXCR2	ENSG00000180871
DEFB112	ENSG00000180872
GREM2	ENSG00000180875
C11orf42	ENSG00000180878
SSR4	ENSG00000180879
CAPS2	ENSG00000180881
ZNF792	ENSG00000180884
CUEDC1	ENSG00000180891
SCRIB	ENSG00000180900
KCTD2	ENSG00000180901
D2HGDH	ENSG00000180902
OR52B1P	ENSG00000180909
TTTY11	ENSG00000180910
OR56B3P	ENSG00000180913
OXTR	ENSG00000180914
CMTR2	ENSG00000180917
OR56B4	ENSG00000180919
FAM83H	ENSG00000180921
OR7E18P	ENSG00000180926
GPR62	ENSG00000180929
OR56A1	ENSG00000180934
ZNF572	ENSG00000180938
ST20	ENSG00000180953
PITPNB	ENSG00000180957
TCEAL8	ENSG00000180964
OR52E4	ENSG00000180974
LRRC57	ENSG00000180979
OR52N2	ENSG00000180988
MRPL14	ENSG00000180992
GPR137C	ENSG00000180998
C1orf105	ENSG00000180999
OR52N1	ENSG00000181001
BBS12	ENSG00000181004
ZFP82	ENSG00000181007
OR52N5	ENSG00000181009
C17orf47	ENSG00000181013
LSMEM1	ENSG00000181016
OR56B2P	ENSG00000181017
NQO1	ENSG00000181019
OR56B1	ENSG00000181023
AEN	ENSG00000181026
FKRP	ENSG00000181027
TRAPPC5	ENSG00000181029
RPH3AL	ENSG00000181031
SLC25A42	ENSG00000181035
FCRL6	ENSG00000181036
METTL23	ENSG00000181038
SLC26A11	ENSG00000181045
HIGD1A	ENSG00000181061
CHRM2	ENSG00000181072
OR52N4	ENSG00000181074
MAPK15	ENSG00000181085
EHMT1	ENSG00000181090
ADIPOQ	ENSG00000181092
SDCCAG3P2	ENSG00000181101
F2R	ENSG00000181104
OR52P1P	ENSG00000181109
HLA-V	ENSG00000181126
ZNF707	ENSG00000181135
MUC16	ENSG00000181143
NPM1	ENSG00000181163
FER1L6-AS1	ENSG00000181171
PJA1	ENSG00000181191
DHTKD1	ENSG00000181192
PENK	ENSG00000181195
HIST3H2BA	ENSG00000181201
HECW1-IT1	ENSG00000181211
OR8G2P	ENSG00000181214
C4orf50	ENSG00000181215
HIST3H2A	ENSG00000181218
ZNF746	ENSG00000181220
POLR2A	ENSG00000181222
DLSTP1	ENSG00000181227
TMEM132C	ENSG00000181234
SLC25A41	ENSG00000181240
MTHFD2P7	ENSG00000181260
TMEM136	ENSG00000181264
OR5AK2	ENSG00000181273
FRAT2	ENSG00000181274
OR5AK3P	ENSG00000181282
TMEM102	ENSG00000181284
TMEM132E	ENSG00000181291
OR5G1P	ENSG00000181296
ZNF322	ENSG00000181315
NME9	ENSG00000181322
SPEM1	ENSG00000181323
OR9G3P	ENSG00000181325
HEPHL1	ENSG00000181333
LRRC75A	ENSG00000181350
OFCC1	ENSG00000181355
CTAGE10P	ENSG00000181358
HSP90AA6P	ENSG00000181359
OR5M8	ENSG00000181371
CCL13	ENSG00000181374
CFAP65	ENSG00000181378
DDX60L	ENSG00000181381
SYNE4	ENSG00000181392
OGFOD3	ENSG00000181396
WASHC1	ENSG00000181404
UTS2R	ENSG00000181408
AATK	ENSG00000181409
DDN	ENSG00000181418
SAGE1	ENSG00000181433
ZNF467	ENSG00000181444
SOX2	ENSG00000181449
ZNF678	ENSG00000181450
TMEM45A	ENSG00000181458
RAP2B	ENSG00000181467
ZBTB2	ENSG00000181472
RNF135	ENSG00000181481
OR6T1	ENSG00000181499
ACBD4	ENSG00000181513
OR8D4	ENSG00000181518
SGSH	ENSG00000181523
RPL24P4	ENSG00000181524
MAB21L2	ENSG00000181541
FANCB	ENSG00000181544
EDDM3B	ENSG00000181552
SETD2	ENSG00000181555
EDDM3A	ENSG00000181562
C6orf223	ENSG00000181577
TMIE	ENSG00000181585
MEX3D	ENSG00000181588
OR52D1	ENSG00000181609
MRPS23	ENSG00000181610
OR52H1	ENSG00000181616
FDCSP	ENSG00000181617
GPR135	ENSG00000181619
SLX1B	ENSG00000181625
ANKRD62	ENSG00000181626
P2RY13	ENSG00000181631
TNFSF15	ENSG00000181634
ZFP41	ENSG00000181638
PHLDA2	ENSG00000181649
ATG9B	ENSG00000181652
GPR88	ENSG00000181656
ZNF875	ENSG00000181666
PLAG1	ENSG00000181690
OR8H1	ENSG00000181693
OR5T1	ENSG00000181698
YIPF6	ENSG00000181704
OR5T2	ENSG00000181718
ZBTB20	ENSG00000181722
OR2Z1	ENSG00000181733
FDX1P1	ENSG00000181741
DIPK2A	ENSG00000181744
C5orf30	ENSG00000181751
OR8K5	ENSG00000181752
AMIGO1	ENSG00000181754
OR8H3	ENSG00000181761
OR8H2	ENSG00000181767
GPR3	ENSG00000181773
TMEM252	ENSG00000181778
OR5J1P	ENSG00000181780
ODF3L2	ENSG00000181781
OR5AS1	ENSG00000181785
ACTL9	ENSG00000181786
SIAH2	ENSG00000181788
COPG1	ENSG00000181789
ADGRB1	ENSG00000181790
LINC00471	ENSG00000181798
CELF2-AS1	ENSG00000181800
OR6S1	ENSG00000181803
SLC9A9	ENSG00000181804
LSM10	ENSG00000181817
KCTD9P2	ENSG00000181819
RELL1	ENSG00000181826
RFX7	ENSG00000181827
SLC35C1	ENSG00000181830
OR5D17P	ENSG00000181837
TIGIT	ENSG00000181847
RNF41	ENSG00000181852
SLC2A4	ENSG00000181856
FTMT	ENSG00000181867
IBA57	ENSG00000181873
CLDN7	ENSG00000181885
ZNF329	ENSG00000181894
ZNF101	ENSG00000181896
OR4C6	ENSG00000181903
C5orf24	ENSG00000181904
ADO	ENSG00000181915
COA4	ENSG00000181924
OR4P4	ENSG00000181927
PRKAG1	ENSG00000181929
GINS3	ENSG00000181938
OR4C15	ENSG00000181939
OR4A21P	ENSG00000181943
OR4A13P	ENSG00000181950
OR4A15	ENSG00000181958
OR4A16	ENSG00000181961
OR52K2	ENSG00000181963
NEUROG1	ENSG00000181965
PYY3	ENSG00000181977
CCDC149	ENSG00000181982
GOLGA8CP	ENSG00000181984
MRPS11	ENSG00000181991
LINC00301	ENSG00000181995
AQP7P2	ENSG00000181997
PPIAP73	ENSG00000182000
SNRPE	ENSG00000182004
RTKN2	ENSG00000182010
PNMA8A	ENSG00000182013
CHST15	ENSG00000182022
ADIG	ENSG00000182035
USH1G	ENSG00000182040
TRPC2	ENSG00000182048
MGAT4C	ENSG00000182050
TRIM49B	ENSG00000182053
IDH2	ENSG00000182054
OGFRP1	ENSG00000182057
OR52A1	ENSG00000182070
PTCHD3	ENSG00000182077
OR6B2	ENSG00000182083
TMEM259	ENSG00000182087
WRB	ENSG00000182093
TNRC18	ENSG00000182095
FAM181B	ENSG00000182103
TMEM30B	ENSG00000182107
DEXI	ENSG00000182108
ZNF716	ENSG00000182111
NOP10	ENSG00000182117
FAM89A	ENSG00000182118
KCNIP1	ENSG00000182132
TDRKH	ENSG00000182134
ZNF708	ENSG00000182141
IST1	ENSG00000182149
ERCC6L2	ENSG00000182150
MRPL41	ENSG00000182154
ENPP7	ENSG00000182156
CREB3L2	ENSG00000182158
P2RY8	ENSG00000182162
TP53TG1	ENSG00000182165
UNC5C	ENSG00000182168
MRGPRG	ENSG00000182170
TSEN54	ENSG00000182173
RGMA	ENSG00000182175
ASB18	ENSG00000182177
UBA7	ENSG00000182179
MRPS16	ENSG00000182180
SHISAL2A	ENSG00000182183
RAD51B	ENSG00000182185
CRYGB	ENSG00000182187
LDOC1	ENSG00000182195
ARL6IP4	ENSG00000182196
EXT1	ENSG00000182197
SHMT2	ENSG00000182199
MOB2	ENSG00000182208
HHIPL1	ENSG00000182218
ATP6AP2	ENSG00000182220
ZAR1	ENSG00000182223
CYB5D1	ENSG00000182224
FAM153B	ENSG00000182230
BACE2	ENSG00000182240
UBE2E2	ENSG00000182247
SYNM	ENSG00000182253
KCNA4	ENSG00000182255
GABRG3	ENSG00000182256
PRR34	ENSG00000182257
NLRP10	ENSG00000182261
FIGN	ENSG00000182263
IZUMO1	ENSG00000182264
TMIGD1	ENSG00000182271
B4GALNT4	ENSG00000182272
AP1S2	ENSG00000182287
C8orf33	ENSG00000182307
DCAF4L1	ENSG00000182308
SPACA6	ENSG00000182310
MBD3L3	ENSG00000182315
ZSCAN22	ENSG00000182318
KCNJ14	ENSG00000182324
FBXL6	ENSG00000182325
C1S	ENSG00000182326
GLTPD2	ENSG00000182327
KIAA2012	ENSG00000182329
PRAMEF8	ENSG00000182330
LIPF	ENSG00000182333
OR5P3	ENSG00000182334
DAOA	ENSG00000182346
PDSS1P1	ENSG00000182347
ZNF804B	ENSG00000182348
CRIP1P4	ENSG00000182351
C17orf77	ENSG00000182352
KBTBD3	ENSG00000182359
YBEY	ENSG00000182362
OR5F2P	ENSG00000182365
FAM87A	ENSG00000182366
CLN8	ENSG00000182372
PLCXD1	ENSG00000182378
NXPH4	ENSG00000182379
RPL27AP5	ENSG00000182383
CACNB4	ENSG00000182389
IFNL1	ENSG00000182393
DNM1P46	ENSG00000182397
TRAPPC6B	ENSG00000182400
PGBD4	ENSG00000182405
CDY2A	ENSG00000182415
NPLOC4	ENSG00000182446
OTOL1	ENSG00000182447
KCNK4	ENSG00000182450
TEX19	ENSG00000182459
TSHZ2	ENSG00000182463
CAPN12	ENSG00000182472
EXOC7	ENSG00000182473
OR2B8P	ENSG00000182477
KPNA2	ENSG00000182481
WASH6P	ENSG00000182484
NCF1B	ENSG00000182487
XKRX	ENSG00000182489
BGN	ENSG00000182492
CEP97	ENSG00000182504
LHFPL1	ENSG00000182508
FES	ENSG00000182511
GLRX5	ENSG00000182512
FAM104B	ENSG00000182518
TBPL2	ENSG00000182521
OR7E115P	ENSG00000182531
CAV3	ENSG00000182533
MXRA7	ENSG00000182534
LIMK2	ENSG00000182541
MFSD5	ENSG00000182544
RNASE10	ENSG00000182545
ADI1	ENSG00000182551
RWDD4	ENSG00000182552
SPNS3	ENSG00000182557
OR4C2P	ENSG00000182565
CLEC4G	ENSG00000182566
SATB1	ENSG00000182568
NXPH3	ENSG00000182575
CSF1R	ENSG00000182578
EPHB3	ENSG00000182580
VCX	ENSG00000182583
ACTL10	ENSG00000182584
EPGN	ENSG00000182585
LINC00334	ENSG00000182586
KRTAP11-1	ENSG00000182591
SNORC	ENSG00000182600
HS3ST4	ENSG00000182601
TRAK1	ENSG00000182606
TSPAN10	ENSG00000182612
OR2V2	ENSG00000182613
PLCB1	ENSG00000182621
SKA2	ENSG00000182628
RXFP3	ENSG00000182631
CCNYL2	ENSG00000182632
OR10G7	ENSG00000182634
NDN	ENSG00000182636
CCDC172	ENSG00000182645
LINC01006	ENSG00000182648
OR4Q3	ENSG00000182652
NTM	ENSG00000182667
TTC3	ENSG00000182670
KCNB2	ENSG00000182674
PPP1R27	ENSG00000182676
BRICD5	ENSG00000182685
GALR2	ENSG00000182687
RESP18	ENSG00000182698
IGIP	ENSG00000182700
TSKU	ENSG00000182704
FXYD6P3	ENSG00000182707
CMC4	ENSG00000182712
ANXA2	ENSG00000182718
SEPHS1P1	ENSG00000182722
RGS6	ENSG00000182732
HOXB4	ENSG00000182742
SLC35D3	ENSG00000182747
PAQR7	ENSG00000182749
PAPPA	ENSG00000182752
MAFA	ENSG00000182759
NGRN	ENSG00000182768
GRID1	ENSG00000182771
RPS17	ENSG00000182774
HCAR2	ENSG00000182782
OR2T29	ENSG00000182783
CCDC87	ENSG00000182791
GSTA5	ENSG00000182793
C1orf116	ENSG00000182795
TMEM198B	ENSG00000182796
MAGEB17	ENSG00000182798
CRIP2	ENSG00000182809
DDX28	ENSG00000182810
FUNDC2P2	ENSG00000182814
KRTAP13-2	ENSG00000182816
FAM230E	ENSG00000182824
ACBD3	ENSG00000182827
C16orf72	ENSG00000182831
PLCXD3	ENSG00000182836
RRP7BP	ENSG00000182841
VMO1	ENSG00000182853
OR4F15	ENSG00000182854
ALG12	ENSG00000182858
LCK	ENSG00000182866
GALNT9	ENSG00000182870
COL18A1	ENSG00000182871
RBM10	ENSG00000182872
PRKCZ-AS1	ENSG00000182873
ADGRG3	ENSG00000182885
GLUD2	ENSG00000182890
TMEM95	ENSG00000182896
TCHHL1	ENSG00000182898
RPL35A	ENSG00000182899
RGS7	ENSG00000182901
SLC25A18	ENSG00000182902
ZNF721	ENSG00000182903
TSPEAR-AS2	ENSG00000182912
TCEAL7	ENSG00000182916
C11orf54	ENSG00000182919
CCDC75P1	ENSG00000182921
CEP63	ENSG00000182923
WFDC10B	ENSG00000182931
SRPRA	ENSG00000182934
OTOP3	ENSG00000182938
EWSR1	ENSG00000182944
ODF3L1	ENSG00000182950
HMGN4	ENSG00000182952
SPATA13	ENSG00000182957
GJC1	ENSG00000182963
NPM1P14	ENSG00000182965
SOX1	ENSG00000182968
CNOT10	ENSG00000182973
MTA1	ENSG00000182979
ZNF662	ENSG00000182983
CADM1	ENSG00000182985
ZNF320	ENSG00000182986
C12orf60	ENSG00000182993
PYCR1	ENSG00000183010
NAA38	ENSG00000183011
SPNS2	ENSG00000183018
MCEMP1	ENSG00000183019
AP2A2	ENSG00000183020
TPM3P8	ENSG00000183022
SLC8A1	ENSG00000183023
OR1G1	ENSG00000183024
SLC25A21	ENSG00000183032
OTOP2	ENSG00000183034
CYLC1	ENSG00000183035
PCP4	ENSG00000183036
ABAT	ENSG00000183044
SLC25A10	ENSG00000183048
CAMK1D	ENSG00000183049
RGPD6	ENSG00000183054
FAM133CP	ENSG00000183055
LYSMD4	ENSG00000183060
WBP2NL	ENSG00000183066
IGSF5	ENSG00000183067
NKX2-5	ENSG00000183072
AFMID	ENSG00000183077
GAS6	ENSG00000183087
FREM3	ENSG00000183090
NEB	ENSG00000183091
BEGAIN	ENSG00000183092
GPC6	ENSG00000183098
ARHGEF37	ENSG00000183111
FAM43B	ENSG00000183114
CSMD1	ENSG00000183117
OR2A3P	ENSG00000183122
CALHM3	ENSG00000183128
PTGDR2	ENSG00000183134
CEP57L1	ENSG00000183137
RIPPLY3	ENSG00000183145
PRORY	ENSG00000183146
ANKRD20A2	ENSG00000183148
GPR19	ENSG00000183150
GJD3	ENSG00000183153
RABIF	ENSG00000183155
TMEM119	ENSG00000183160
FANCF	ENSG00000183161
CALN1	ENSG00000183166
POM121L1P	ENSG00000183169
SMDT1	ENSG00000183172
GABRR3	ENSG00000183185
C2CD4C	ENSG00000183186
CHST6	ENSG00000183196
HSP90AB3P	ENSG00000183199
POTEC	ENSG00000183206
RUVBL2	ENSG00000183207
GDPGP1	ENSG00000183208
CTNNA3	ENSG00000183230
WT1-AS	ENSG00000183242
RIMBP3C	ENSG00000183246
PRR36	ENSG00000183248
NF1P3	ENSG00000183249
LINC01547	ENSG00000183250
OR51B4	ENSG00000183251
PTTG1IP	ENSG00000183255
DDX41	ENSG00000183258
ABHD16B	ENSG00000183260
OR52E8	ENSG00000183269
CCDC60	ENSG00000183273
PLGLB1	ENSG00000183281
DAZAP2	ENSG00000183283
CCBE1	ENSG00000183287
SELENOF	ENSG00000183291
PRSS40A	ENSG00000183292
RPSAP19	ENSG00000183298
OR5P2	ENSG00000183303
FAM9A	ENSG00000183304
MAGEA2B	ENSG00000183305
TMEM121B	ENSG00000183307
ZNF623	ENSG00000183309
OR2T34	ENSG00000183310
OR52L1	ENSG00000183313
EPHA10	ENSG00000183317
SPDYE4	ENSG00000183318
CCDC125	ENSG00000183323
REC114	ENSG00000183324
BOLA2	ENSG00000183336
BCOR	ENSG00000183337
JRKL	ENSG00000183340
CABCOCO1	ENSG00000183346
GBP6	ENSG00000183347
KIAA2026	ENSG00000183354
OVCH2	ENSG00000183378
SYNDIG1L	ENSG00000183379
TTTY8	ENSG00000183385
FHL3	ENSG00000183386
OR56A4	ENSG00000183389
PMCH	ENSG00000183395
TMEM89	ENSG00000183396
C19orf71	ENSG00000183397
CCDC159	ENSG00000183401
RIPK4	ENSG00000183421
LRIT3	ENSG00000183423
NPIPA1	ENSG00000183426
SF3A3	ENSG00000183431
ZBTB8OSP1	ENSG00000183432
TFDP3	ENSG00000183434
TRIM61	ENSG00000183439
OR7E38P	ENSG00000183444
GRIN2A	ENSG00000183454
URAD	ENSG00000183463
GTF2H2C	ENSG00000183474
ASB7	ENSG00000183475
SH2D7	ENSG00000183476
TREX2	ENSG00000183479
GPR132	ENSG00000183484
MX2	ENSG00000183486
EP400	ENSG00000183495
MEX3B	ENSG00000183496
PI4KAP2	ENSG00000183506
TENT5C	ENSG00000183508
COA5	ENSG00000183513
TDGF1P2	ENSG00000183514
UTP11	ENSG00000183520
PSMG1	ENSG00000183527
PRR14L	ENSG00000183530
COL18A1-AS1	ENSG00000183535
KLRC4	ENSG00000183542
ACSM5	ENSG00000183549
C10orf120	ENSG00000183559
IZUMO1R	ENSG00000183560
BPIFA4P	ENSG00000183566
SERHL2	ENSG00000183569
PCBP3	ENSG00000183570
PGPEP1L	ENSG00000183571
SETD3	ENSG00000183576
TNFAIP8L3	ENSG00000183578
ZNRF3	ENSG00000183579
FBXL7	ENSG00000183580
HMGN3P1	ENSG00000183586
TANGO2	ENSG00000183597
HIST2H3D	ENSG00000183598
SMG1P5	ENSG00000183604
SFXN4	ENSG00000183605
GKN2	ENSG00000183607
FAM167B	ENSG00000183615
MRPL54	ENSG00000183617
ZNF438	ENSG00000183621
HMCES	ENSG00000183624
CCR3	ENSG00000183625
DGCR6	ENSG00000183628
GOLGA8G	ENSG00000183629
PRR32	ENSG00000183631
TP53TG3	ENSG00000183632
RP1L1	ENSG00000183638
KRTAP8-1	ENSG00000183640
C15orf32	ENSG00000183643
C11orf88	ENSG00000183644
ZNF530	ENSG00000183647
NDUFB1	ENSG00000183648
MARCH11	ENSG00000183654
KLHL25	ENSG00000183655
TAFA1	ENSG00000183662
TRMT12	ENSG00000183665
GUSBP1	ENSG00000183666
PSG9	ENSG00000183668
GPR1	ENSG00000183671
LINC00518	ENSG00000183674
BMP8A	ENSG00000183682
ALYREF	ENSG00000183684
RFLNB	ENSG00000183688
EFHC2	ENSG00000183690
NOG	ENSG00000183691
MRGPRX2	ENSG00000183695
UPP1	ENSG00000183696
SLC9B1P1	ENSG00000183704
OR4N4	ENSG00000183706
IFNL2	ENSG00000183709
OPCML	ENSG00000183715
TRIM52	ENSG00000183718
LHFPL6	ENSG00000183722
CMTM4	ENSG00000183723
TMEM50A	ENSG00000183726
NPBWR1	ENSG00000183729
FIGLA	ENSG00000183733
ASCL2	ENSG00000183734
TBK1	ENSG00000183735
CBX6	ENSG00000183741
MACC1	ENSG00000183742
ACSM2A	ENSG00000183747
TBL3	ENSG00000183751
BPY2	ENSG00000183753
ACP7	ENSG00000183760
KREMEN1	ENSG00000183762
TRAIP	ENSG00000183763
CHEK2	ENSG00000183765
FOXL2	ENSG00000183770
AIFM3	ENSG00000183773
KCTD16	ENSG00000183775
B3GALT5	ENSG00000183778
ZNF703	ENSG00000183779
SLC35F3	ENSG00000183780
KCTD8	ENSG00000183783
C9orf66	ENSG00000183784
TUBA8	ENSG00000183785
ELOA3	ENSG00000183791
NPIPA5	ENSG00000183793
BPY2B	ENSG00000183795
EMILIN3	ENSG00000183798
OLFML1	ENSG00000183801
FAM162B	ENSG00000183807
RBM12B	ENSG00000183808
CCR4	ENSG00000183813
LIN9	ENSG00000183814
NCF4-AS1	ENSG00000183822
BTBD9	ENSG00000183826
NUDT14	ENSG00000183828
ANKRD45	ENSG00000183831
MAATS1	ENSG00000183833
PNMA3	ENSG00000183837
GPR39	ENSG00000183840
FAM3B	ENSG00000183844
ZNF730	ENSG00000183850
KIRREL1	ENSG00000183853
IQGAP3	ENSG00000183856
CNGA2	ENSG00000183862
TOB2	ENSG00000183864
SCN5A	ENSG00000183873
ARSI	ENSG00000183876
UTY	ENSG00000183878
SRARP	ENSG00000183888
TTC32	ENSG00000183891
LRRC55	ENSG00000183908
OR4G2P	ENSG00000183909
RPL21P132	ENSG00000183911
DNAH2	ENSG00000183914
SH2D1A	ENSG00000183918
SDR42E2	ENSG00000183921
DUSP5P1	ENSG00000183929
HTR7P1	ENSG00000183935
TRBV21OR9-2	ENSG00000183938
PRKX	ENSG00000183943
KMT5A	ENSG00000183955
KCNH8	ENSG00000183960
SMTN	ENSG00000183963
NPW	ENSG00000183971
PP2D1	ENSG00000183977
COA3	ENSG00000183978
NPB	ENSG00000183979
MAGEA13P	ENSG00000183981
ST6GALNAC3	ENSG00000184005
PTP4A2	ENSG00000184007
ACTG1	ENSG00000184009
TMPRSS2	ENSG00000184012
DENND5A	ENSG00000184014
OR2T10	ENSG00000184022
DSCR4	ENSG00000184029
KRTAP20-2	ENSG00000184032
CTAG1B	ENSG00000184033
OR7E87P	ENSG00000184055
VPS33B	ENSG00000184056
TBX1	ENSG00000184058
ADAP2	ENSG00000184060
SREBF2-AS1	ENSG00000184068
UQCR10	ENSG00000184076
FAM120C	ENSG00000184083
BRD7P2	ENSG00000184100
TREML3P	ENSG00000184106
TRIML1	ENSG00000184108
EIF3C	ENSG00000184110
RPL11P4	ENSG00000184111
CLDN5	ENSG00000184113
NIPSNAP1	ENSG00000184117
RPL7AP28	ENSG00000184139
OR4F6	ENSG00000184140
CNTN2	ENSG00000184144
SPRR4	ENSG00000184148
LRTOMT	ENSG00000184154
OR10J5	ENSG00000184155
KCNQ3	ENSG00000184156
ADRA2C	ENSG00000184160
NR2C2AP	ENSG00000184162
C1QTNF12	ENSG00000184163
CRELD2	ENSG00000184164
OR1D2	ENSG00000184166
SCFD2	ENSG00000184178
UBE2F	ENSG00000184182
KCNJ12	ENSG00000184185
GPR173	ENSG00000184194
PPP1R2	ENSG00000184203
TSPYL2	ENSG00000184205
GOLGA6L4	ENSG00000184206
PGP	ENSG00000184207
C22orf46	ENSG00000184208
SNRNP35	ENSG00000184209
DGAT2L6	ENSG00000184210
IRAK1	ENSG00000184216
CMSS1	ENSG00000184220
OLIG1	ENSG00000184221
C11orf72	ENSG00000184224
PCDH9	ENSG00000184226
ACOT1	ENSG00000184227
OAF	ENSG00000184232
ALDH1A3	ENSG00000184254
CDR1	ENSG00000184258
HIST2H2AC	ENSG00000184260
KCNK12	ENSG00000184261
HIST2H2AB	ENSG00000184270
POU6F1	ENSG00000184271
LINC00315	ENSG00000184274
DEFB108B	ENSG00000184276
TM2D3	ENSG00000184277
TSSC4	ENSG00000184281
TACSTD2	ENSG00000184292
CLECL1	ENSG00000184293
SIX6	ENSG00000184302
DRD5P1	ENSG00000184303
PRKD1	ENSG00000184304
CCSER1	ENSG00000184305
ZDHHC23	ENSG00000184307
MROH7	ENSG00000184313
RPL23AP82	ENSG00000184319
OR51J1	ENSG00000184321
S100A7A	ENSG00000184330
SRPK3	ENSG00000184343
GDF3	ENSG00000184344
IQCF2	ENSG00000184345
SLIT3	ENSG00000184347
EFNA5	ENSG00000184349
MRGPRE	ENSG00000184350
KRTAP19-1	ENSG00000184351
HIST1H1B	ENSG00000184357
SPATA32	ENSG00000184361
PKP3	ENSG00000184363
MAP7D2	ENSG00000184368
CSF1	ENSG00000184371
COLEC10	ENSG00000184374
ACTRT3	ENSG00000184378
PLA2G6	ENSG00000184381
MAML2	ENSG00000184384
UMODL1-AS1	ENSG00000184385
PABPC1L2B	ENSG00000184388
A3GALT2	ENSG00000184389
OR4N5	ENSG00000184394
SS18L1	ENSG00000184402
KCND2	ENSG00000184408
IRS3P	ENSG00000184414
RPL23AP38	ENSG00000184423
TOP1MT	ENSG00000184428
COPB2	ENSG00000184432
LRRC19	ENSG00000184434
THAP7	ENSG00000184436
KNTC1	ENSG00000184445
CCR10	ENSG00000184451
NCMAP	ENSG00000184454
BPIFC	ENSG00000184459
WDR27	ENSG00000184465
TXNRD2	ENSG00000184470
C1QTNF8	ENSG00000184471
OR56A3	ENSG00000184478
FOXO4	ENSG00000184481
POU3F2	ENSG00000184486
PTP4A3	ENSG00000184489
FOXD4L1	ENSG00000184492
TMEM255B	ENSG00000184497
PROS1	ENSG00000184500
GAST	ENSG00000184502
NUTM1	ENSG00000184507
HDDC3	ENSG00000184508
BEX5	ENSG00000184515
ZFP1	ENSG00000184517
PTGER4P2	ENSG00000184523
CEND1	ENSG00000184524
C6orf58	ENSG00000184530
DHRS7C	ENSG00000184544
DUSP8	ENSG00000184545
SOCS3	ENSG00000184557
SPEM2	ENSG00000184560
SLITRK6	ENSG00000184564
PIWIL3	ENSG00000184571
LPAR5	ENSG00000184574
XPOT	ENSG00000184575
TMEM173	ENSG00000184584
PDE4B	ENSG00000184588
TAFA3	ENSG00000184599
C14orf180	ENSG00000184601
SNN	ENSG00000184602
FAM167A-AS1	ENSG00000184608
KCNH7	ENSG00000184611
RPL7P26	ENSG00000184612
NELL2	ENSG00000184613
SPDYE12P	ENSG00000184616
ZNF840P	ENSG00000184617
KRBA2	ENSG00000184619
ZNF72P	ENSG00000184624
MED12	ENSG00000184634
ZNF93	ENSG00000184635
SEPT9	ENSG00000184640
PRSS55	ENSG00000184647
ODF4	ENSG00000184650
FOXD4L4	ENSG00000184659
CDCA2	ENSG00000184661
OR7E14P	ENSG00000184669
RALYL	ENSG00000184672
AMER1	ENSG00000184675
ZBTB40	ENSG00000184677
HIST2H2BE	ENSG00000184678
CLDN6	ENSG00000184697
OR51M1	ENSG00000184698
SEPT5	ENSG00000184702
EIF4ENIF1	ENSG00000184708
LRRC26	ENSG00000184709
SERINC4	ENSG00000184716
RNLS	ENSG00000184719
KRTAP6-1	ENSG00000184724
APOBR	ENSG00000184730
FAM110C	ENSG00000184731
DDX53	ENSG00000184735
OR5AQ1P	ENSG00000184741
ATL3	ENSG00000184743
NDUFA12	ENSG00000184752
PRSS40B	ENSG00000184761
MGAT4EP	ENSG00000184774
SMIM10	ENSG00000184785
TCTE3	ENSG00000184786
UBE2G2	ENSG00000184787
SATL1	ENSG00000184788
OR4C10P	ENSG00000184789
OSBP2	ENSG00000184792
UNC93B5	ENSG00000184795
B3GALT5-AS1	ENSG00000184809
TRARG1	ENSG00000184811
PRR23B	ENSG00000184814
ZBTB7C	ENSG00000184828
APOO	ENSG00000184831
PRR16	ENSG00000184838
TMED9	ENSG00000184840
CYCSP45	ENSG00000184844
DRD1	ENSG00000184845
LINC00308	ENSG00000184856
TMEM186	ENSG00000184857
SDR42E1	ENSG00000184860
RBM33	ENSG00000184863
ARMCX2	ENSG00000184867
BTBD6	ENSG00000184887
SRY	ENSG00000184895
H1FX	ENSG00000184897
RBM43	ENSG00000184898
SUMO3	ENSG00000184900
IMMP2L	ENSG00000184903
TCEAL2	ENSG00000184905
CLCNKB	ENSG00000184908
DMRTC1B	ENSG00000184911
JAG2	ENSG00000184916
FMNL1	ENSG00000184922
NUTM2A	ENSG00000184923
PTRHD1	ENSG00000184924
LCN12	ENSG00000184925
OR6A2	ENSG00000184933
WT1	ENSG00000184937
ZFP90	ENSG00000184939
AQP12A	ENSG00000184945
FAM227A	ENSG00000184949
OR6C70	ENSG00000184954
MUC6	ENSG00000184956
